Function,Generated,Ground Truth
"public void testConsumerUrlWithProtocol() {
    ApplicationConfig applicationConfig = new ApplicationConfig();
    applicationConfig.setName(""application1"");

    ConfigManager configManager = mock(ConfigManager.class);
    when(configManager.getApplicationOrElseThrow()).thenReturn(applicationConfig);

    CompositeConfiguration compositeConfiguration = mock(CompositeConfiguration.class);
    when(compositeConfiguration.convert(Boolean.class, ENABLE_CONFIGURATION_LISTEN, true))
        .thenReturn(true);

    Map<String, String> parameters = new HashMap<>();
    parameters.put(INTERFACE_KEY, DemoService.class.getName());
    parameters.put(""registry"", ""zookeeper"");
    parameters.put(""register"", ""false"");
    parameters.put(REGISTER_IP_KEY, ""172.23.236.180"");
    parameters.put(PROTOCOL_KEY, ""tri"");
    Map<String, Object> attributes = new HashMap<>();
    ServiceConfigURL serviceConfigURL = new ServiceConfigURL(""registry"",
        ""127.0.0.1"",
        2181,
        ""org.apache.dubbo.registry.RegistryService"",
        parameters);
    Map<String, String> refer = new HashMap<>();
    attributes.put(REFER_KEY, refer);
    attributes.put(""key1"", ""value1"");
    URL url = serviceConfigURL.addAttributes(attributes);

    RegistryFactory registryFactory = mock(RegistryFactory.class);

    RegistryProtocol registryProtocol = new RegistryProtocol();
    Registry registry = mock(Registry.class);

    MigrationRuleListener migrationRuleListener = mock(MigrationRuleListener.class);
    List<RegistryProtocolListener> registryProtocolListeners = new ArrayList<>();
    registryProtocolListeners.add(migrationRuleListener);

    ModuleModel moduleModel = Mockito.spy(ApplicationModel.defaultModel().getDefaultModule());
    moduleModel.getApplicationModel().getApplicationConfigManager().setApplication(new ApplicationConfig(""application1""));
    ExtensionLoader<RegistryProtocolListener> extensionLoaderMock = mock(ExtensionLoader.class);
    Mockito.when(moduleModel.getExtensionLoader(RegistryProtocolListener.class)).thenReturn(extensionLoaderMock);
    Mockito.when(extensionLoaderMock.getActivateExtension(url, REGISTRY_PROTOCOL_LISTENER_KEY))
        .thenReturn(registryProtocolListeners);
    url = url.setScopeModel(moduleModel);

    when(registryFactory.getRegistry(registryProtocol.getRegistryUrl(url))).thenReturn(registry);

    Cluster cluster = mock(Cluster.class);

    Invoker<?> invoker = registryProtocol.doRefer(cluster, registry, DemoService.class, url, parameters);

    Assertions.assertTrue(invoker instanceof MigrationInvoker);

    URL consumerUrl = ((MigrationInvoker<?>) invoker).getConsumerUrl();
    Assertions.assertTrue((consumerUrl != null));

        
    Assertions.assertEquals(""tri"", consumerUrl.getProtocol());
    Assertions.assertEquals(parameters.get(REGISTER_IP_KEY), consumerUrl.getHost());
    Assertions.assertFalse(consumerUrl.getAttributes().containsKey(REFER_KEY));
    Assertions.assertEquals(""value1"", consumerUrl.getAttribute(""key1""));

}","
    test consumer url with protocol",verify that when the protocol is configured the protocol of consumer url is the configured protocol
"public boolean isValid() {
    return true;
}",0,fixme check required true and any conditions that need to match
"public ChannelHandler getDelegateHandler() {
    return handler;
}", returns the channel handler that this channel handler is delegating to,return the final handler which may have been wrapped
"public void testCreateInvokerWithRemoteUrlForRemoteRefer() {

    ReferenceConfig<DemoService> referenceConfig = new ReferenceConfig<>();
    referenceConfig.setGeneric(Boolean.FALSE.toString());
    referenceConfig.setProtocol(""dubbo"");
    referenceConfig.setInit(true);
    referenceConfig.setLazy(false);
    referenceConfig.setInjvm(false);

    DubboBootstrap dubboBootstrap = DubboBootstrap.newInstance(FrameworkModel.defaultModel());

    ApplicationConfig applicationConfig = new ApplicationConfig();
    applicationConfig.setName(""application1"");
    Map<String, String> parameters = new HashMap<>();
    parameters.put(""key1"", ""value1"");
    parameters.put(""key2"", ""value2"");
    applicationConfig.setParameters(parameters);

    referenceConfig.refreshed.set(true);
    referenceConfig.setInterface(DemoService.class);
    referenceConfig.getInterfaceClass();
    referenceConfig.setCheck(false);

    referenceConfig.setUrl(""dubbo://127.0.0.1:20880"");

    dubboBootstrap
        .application(applicationConfig)
        .reference(referenceConfig)
        .initialize();

    referenceConfig.init();
    Assertions.assertTrue(referenceConfig.getInvoker() instanceof MockClusterInvoker);
    Assertions.assertEquals(Boolean.TRUE, referenceConfig.getInvoker().getUrl().getAttribute(PEER_KEY));
    dubboBootstrap.destroy();

}","127.0.0.1:20880
    org.apache.dubbo.remoting.Invoker.getUrl()",verify that the remote url is directly configured for remote reference
"public static String getSimpleClassName(String qualifiedName) {
    if (null == qualifiedName) {
        return null;
    }
    int i = qualifiedName.lastIndexOf('.');
    return i < 0 ? qualifiedName : qualifiedName.substring(i + 1);
}",1 get the simple class name of the given qualified name,get simple class name from qualified class name
"private void destroyProtocols(FrameworkModel frameworkModel) {
    if (protocolDestroyed.compareAndSet(false, true)) {
        ExtensionLoader<Protocol> loader = frameworkModel.getExtensionLoader(Protocol.class);
        for (String protocolName : loader.getLoadedExtensions()) {
            try {
                Protocol protocol = loader.getLoadedExtension(protocolName);
                if (protocol != null) {
                    protocol.destroy();
                }
            } catch (Throwable t) {
                logger.warn(t.getMessage(), t);
            }
        }
    }
}",1. destroy protocols,destroy all the protocols
"protected Iterable<PropertySource<?>> getPropertySources() {
    return propertySources;
}",1 property source,get multiple property source property sources
"public static String[] getMethodNames(Class<?> tClass) {
    if (tClass == Object.class) {
        return OBJECT_METHODS;
    }
    Method[] methods = Arrays.stream(tClass.getMethods())
        .collect(Collectors.toList())
        .toArray(new Method[] {});
    List<String> mns = new ArrayList<>(); 
    boolean hasMethod = hasMethods(methods);
    if (hasMethod) {
        for (Method m : methods) {
                
            if (m.getDeclaringClass() == Object.class) {
                continue;
            }
            String mn = m.getName();
            mns.add(mn);
        }
    }
    return mns.toArray(new String[0]);
}",1 get method names for the given class,get method name array
"public RegistryConfig registryConfig() {
    RegistryConfig registryConfig = new RegistryConfig();
    registryConfig.setAddress(""N/A"");
    return registryConfig;
}",1 registry config,current registry center configuration to replace xml config prev lt dubbo registry id my registry address n a gt prev
"public static String getSystemProperty(String key) {
    String value = System.getenv(key);
    if (StringUtils.isEmpty(value)) {
        value = System.getProperty(key);
    }
    return value;
}",1 get the system property with the given name,system environment system properties
"public static int get(String property, int defaultValue) {
    return get(ApplicationModel.defaultModel(), property, defaultValue);
}",1 create a new instance of application model,for compact single instance replaced to configuration utils get scope model string int
"public static <TRequest, TResponse, TInvoker> Mono<TResponse> oneToOne(Invoker<TInvoker> invoker,
                                                             Mono<TRequest> monoRequest,
                                                             StubMethodDescriptor methodDescriptor) {
    try {
        return Mono.create(emitter -> monoRequest.subscribe(
                request -> StubInvocationUtil.unaryCall(invoker, methodDescriptor, request, new StreamObserver<TResponse>() {
                    @Override
                    public void onNext(TResponse tResponse) {
                        emitter.success(tResponse);
                    }

                    @Override
                    public void onError(Throwable throwable) {
                        emitter.error(throwable);
                    }

                    @Override
                    public void onCompleted() {
                            
                    }
                }),
                emitter::error
            ));
    } catch (Throwable throwable) {
        return Mono.error(throwable);
    }
}", invokes the given stub method with the given request and returns the response,implements a unary unary call as mono mono
"static boolean isAnnotationPresent(AnnotatedElement annotatedElement, Class<? extends Annotation> annotationType) {
    if (isType(annotatedElement)) {
        return isAnnotationPresent((Class) annotatedElement, annotationType);
    } else {
        return annotatedElement.isAnnotationPresent(annotationType) ||
                findMetaAnnotation(annotatedElement, annotationType) != null; 
    }
}",0,tests the annotated element is present any specified annotation types
"public Set<String> dubboBasePackages(Environment environment) {
    PropertyResolver propertyResolver = dubboScanBasePackagesPropertyResolver(environment);
    return propertyResolver.getProperty(BASE_PACKAGES_PROPERTY_NAME, Set.class, emptySet());
}",1. dubbo base packages,the bean is used to scan the packages of dubbo service classes
"static String extractFieldName(Method method) {
    List<String> emptyFieldMethod = Arrays.asList(""is"", ""get"", ""getObject"", ""getClass"");
    String methodName = method.getName();
    String fieldName = """";

    if (emptyFieldMethod.contains(methodName)) {
        return fieldName;
    } else if (methodName.startsWith(""get"")) {
        fieldName = methodName.substring(""get"".length());
    } else if (methodName.startsWith(""set"")) {
        fieldName = methodName.substring(""set"".length());
    } else if (methodName.startsWith(""is"")) {
        fieldName = methodName.substring(""is"".length());
    } else {
        return fieldName;
    }

    if (StringUtils.isNotEmpty(fieldName)) {
        fieldName = fieldName.substring(0, 1).toLowerCase() + fieldName.substring(1);
    }

    return fieldName;
}",1. get the method name of the method,extract field name from set get is method
"public static boolean isEmpty(Collection<?> collection) {
    return collection == null || collection.isEmpty();
}",0 collection is null or empty,return true if the supplied collection is null or empty
"public void updateAppConfigMap(Map<String, String> map) {
    this.appConfiguration.addProperties(map);
}",1 the map of app configuration properties to set,merge target map properties into app configuration map
"public static Properties loadProperties(Set<ClassLoader> classLoaders, String fileName, boolean allowMultiFile, boolean optional) {
    Properties properties = new Properties();
        
    if (checkFileNameExist(fileName)) {
        try {
            FileInputStream input = new FileInputStream(fileName);
            try {
                properties.load(input);
            } finally {
                input.close();
            }
        } catch (Throwable e) {
            logger.warn(""Failed to load "" + fileName + "" file from "" + fileName + ""(ignore this file): "" + e.getMessage(), e);
        }
        return properties;
    }

    Set<java.net.URL> set = null;
    try {
        List<ClassLoader> classLoadersToLoad = new LinkedList<>();
        classLoadersToLoad.add(ClassUtils.getClassLoader());
        classLoadersToLoad.addAll(classLoaders);
        set = ClassLoaderResourceLoader.loadResources(fileName, classLoadersToLoad).values().stream().reduce(new LinkedHashSet<>(), (a, i) -> {
            a.addAll(i);
            return a;
        });
    } catch (Throwable t) {
        logger.warn(""Fail to load "" + fileName + "" file: "" + t.getMessage(), t);
    }

    if (CollectionUtils.isEmpty(set)) {
        if (!optional) {
            logger.warn(""No "" + fileName + "" found on the class path."");
        }
        return properties;
    }

    if (!allowMultiFile) {
        if (set.size() > 1) {
            String errMsg = String.format(""only 1 %s file is expected, but %d dubbo.properties files found on class path: %s"",
                fileName, set.size(), set);
            logger.warn(errMsg);
        }

            
        try {
            properties.load(ClassUtils.getClassLoader().getResourceAsStream(fileName));
        } catch (Throwable e) {
            logger.warn(""Failed to load "" + fileName + "" file from "" + fileName + ""(ignore this file): "" + e.getMessage(), e);
        }
        return properties;
    }

    logger.info(""load "" + fileName + "" properties file from "" + set);

    for (java.net.URL url : set) {
        try {
            Properties p = new Properties();
            InputStream input = url.openStream();
            if (input != null) {
                try {
                    p.load(input);
                    properties.putAll(p);
                } finally {
                    try {
                        input.close();
                    } catch (Throwable t) {
                    }
                }
            }
        } catch (Throwable e) {
            logger.warn(""Fail to load "" + fileName + "" file from "" + url + ""(ignore this file): "" + e.getMessage(), e);
        }
    }

    return properties;
}",1. load properties from dubbo.properties files,load properties file to properties from class path
